Issue type,Issue name,Severity,Component,Behavior,Issue description,Affected page,Guideline(s),HTML snippet,CSS selector,Needs review,Needs Review Status,Best practice,How to fix this issue,Issue link,Duplicate Issue of,Timestamp,Issue status
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-[12.5px].md:text-[13px].tracking-[0.18em].uppercase.text-black/45.mb-3.font-medium,"",Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://accura-cap.vercel.app/contact,SC 1.4.3,"<p class=""text-[12.5px] md:text-[13px] tracking-[0.18em] uppercase text-black/45 mb-3 font-medium"">Corporate Office</p>",.sm\:col-span-2 > .text-\[12\.5px\].md\:text-\[13px\].mb-3,No,Confirmed,No,"Fix any of the following:
  Element has insufficient color contrast of 2.97 (foreground color: #8e8e8e, background color: #f4f4f4, font size: 9.8pt (13px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-%5B12.5px%5D.md%3Atext-%5B13px%5D.tracking-%5B0.18em%5D.uppercase.text-black%2F45.mb-3.font-medium&activeBehaviorValue=&activeIssueId=359754785,https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-%5B12.5px%5D.md%3Atext-%5B13px%5D.tracking-%5B0.18em%5D.uppercase.text-black%2F45.mb-3.font-medium&activeBehaviorValue=&activeIssueId=359754629,2026-05-29T07:47:41.780Z,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-black/50.text-[13px].uppercase.tracking-[0.18em].mb-2,"",Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://accura-cap.vercel.app/contact,SC 1.4.3,"<p class=""text-black/50 text-[13px] uppercase tracking-[0.18em] mb-2"">Corporate Office</p>",div:nth-child(1) > .text-black\/50.text-\[13px\].mb-2,No,Confirmed,No,"Fix any of the following:
  Element has insufficient color contrast of 3.54 (foreground color: #888888, background color: #ffffff, font size: 9.8pt (13px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-black%2F50.text-%5B13px%5D.uppercase.tracking-%5B0.18em%5D.mb-2&activeBehaviorValue=&activeIssueId=359754786,NA,2026-05-29T07:47:41.780Z,visible
frame-title,Frames must have an accessible name,serious,iframe#w-full.h-[300px].md:h-[380px],"",Ensure <iframe> and <frame> elements have an accessible name.,https://accura-cap.vercel.app/contact,SC 4.1.2,"<iframe src=""https://www.google.com/maps?q=Wave%20Silver%20Tower%20Noida&amp;output=embed"" class=""w-full h-[300px] md:h-[380px]"" loading=""lazy""></iframe>",.h-\[300px\],No,Confirmed,No,"Fix any of the following:
  Element has no title attribute
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element's default semantics were not overridden with role=""none"" or role=""presentation""",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66263&activeComponentId=iframe%23w-full.h-%5B300px%5D.md%3Ah-%5B380px%5D&activeBehaviorValue=&activeIssueId=359754787,NA,2026-05-29T07:47:41.781Z,visible
bypass-blocks-skip-links,First interactive item in the Web page must be a link to the beginning of the main content,serious,html#,"",Ensure that a mechanism is available to bypass blocks of content that are repeated on multiple Web pages by skipping directly to the main content of the Web page and the element is visible when it receive keyboard focus.,https://accura-cap.vercel.app/,SC 2.4.1,"<html la=""en"">",html,No,Confirmed,No,"Fix all of the following:
Add a 'Skip to Main content' link as the first interactive element via keyboard",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66208&activeComponentId=html%23&activeBehaviorValue=&activeIssueId=359755515,NA,2026-05-29T07:47:05.942Z,visible
missing-heading,Text intended to be a heading is not identified as one,serious,p#text-[12.5px].md:text-[13px].tracking-[0.18em].uppercase.text-black/45.mb-3.font-medium,"","Ensure that text intended to be a heading is properly identified using headers (<h1>, <h2>, etc.) or role=""heading"".",https://accura-cap.vercel.app/,"Experimental, SC 1.3.1","<p class=""text-[12.5px] md:text-[13px] tracking-[0.18em] uppercase text-black/45 mb-3 font-medium"">Products</p>",div:nth-child(3) > .tracking-\[0\.18em\].mb-3.text-black\/45,Yes,Unreviewed,No,"Fix all of the following:
Use semantic HTML heading tags (<h1> to <h6>) instead of <div> or <span>. 
If using ARIA, apply role=""heading"" with the appropriate aria-level. 
Ensure that the heading structure follows a logical hierarchy.",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeReviewStatus=needs-review&accuracyBucket=high&activeViolationId=66214&activeComponentId=p%23text-%5B12.5px%5D.md%3Atext-%5B13px%5D.tracking-%5B0.18em%5D.uppercase.text-black%2F45.mb-3.font-medium&activeBehaviorValue=&activeIssueId=359755516,NA,2026-05-29T07:47:05.942Z,visible
missing-heading,Text intended to be a heading is not identified as one,serious,p#text-[12.5px].md:text-[13px].tracking-[0.18em].uppercase.text-black/45.mb-3.font-medium,"","Ensure that text intended to be a heading is properly identified using headers (<h1>, <h2>, etc.) or role=""heading"".",https://accura-cap.vercel.app/,"Experimental, SC 1.3.1","<p class=""text-[12.5px] md:text-[13px] tracking-[0.18em] uppercase text-black/45 mb-3 font-medium"">Company</p>",div:nth-child(2) > .tracking-\[0\.18em\].mb-3.text-black\/45,Yes,Unreviewed,No,"Fix all of the following:
Use semantic HTML heading tags (<h1> to <h6>) instead of <div> or <span>. 
If using ARIA, apply role=""heading"" with the appropriate aria-level. 
Ensure that the heading structure follows a logical hierarchy.",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeReviewStatus=needs-review&accuracyBucket=high&activeViolationId=66214&activeComponentId=p%23text-%5B12.5px%5D.md%3Atext-%5B13px%5D.tracking-%5B0.18em%5D.uppercase.text-black%2F45.mb-3.font-medium&activeBehaviorValue=&activeIssueId=359755517,NA,2026-05-29T07:47:05.942Z,visible
unnecessary-list,List structure must not be used where it is not necessary,minor,ul#mt-4.space-y-3,"",Ensure that elements which are not lists visually are not structured as lists in HTML.,https://accura-cap.vercel.app/,"Experimental, SC 1.3.1","<ul class=""mt-4 space-y-3""><li class=""text-[15.5px] md:text-[16px] text-black/65 leading-[1.65]"">Ranked among the top-performing PMS strategies across select 3Y, 5Y, and 10Y periods.</li></ul>",ul,Yes,Unreviewed,No,"Fix all of the following:
Do not use list attributes (<ul>, <ol> and <li>) for content that is not acting as a list.
A common mistake is to use a new <ul> / <ol> tag for each list item. Ensure that the list hierarchy is well-structured. One <ul> / <ol> tag should pertain to one list level, with multiple <li> elements. A second level can be created by enclosing a <ul>/<ol> in the respective first level <li>.",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeReviewStatus=needs-review&accuracyBucket=high&activeViolationId=66370&activeComponentId=ul%23mt-4.space-y-3&activeBehaviorValue=&activeIssueId=359755518,NA,2026-05-29T07:47:05.942Z,visible
bypass-blocks-skip-links,First interactive item in the Web page must be a link to the beginning of the main content,serious,html#,"",Ensure that a mechanism is available to bypass blocks of content that are repeated on multiple Web pages by skipping directly to the main content of the Web page and the element is visible when it receive keyboard focus.,https://accura-cap.vercel.app/faq,SC 2.4.1,"<html la=""en"">",html,No,Confirmed,No,"Fix all of the following:
Add a 'Skip to Main content' link as the first interactive element via keyboard",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66208&activeComponentId=html%23&activeBehaviorValue=&activeIssueId=359755519,NA,2026-05-29T07:47:11.347Z,visible
missing-heading,Text intended to be a heading is not identified as one,serious,p#text-[12.5px].md:text-[13px].tracking-[0.18em].uppercase.text-black/45.mb-3.font-medium,"","Ensure that text intended to be a heading is properly identified using headers (<h1>, <h2>, etc.) or role=""heading"".",https://accura-cap.vercel.app/faq,"Experimental, SC 1.3.1","<p class=""text-[12.5px] md:text-[13px] tracking-[0.18em] uppercase text-black/45 mb-3 font-medium"">Products</p>",div:nth-child(3) > .text-\[12\.5px\].md\:text-\[13px\].tracking-\[0\.18em\],Yes,Unreviewed,No,"Fix all of the following:
Use semantic HTML heading tags (<h1> to <h6>) instead of <div> or <span>. 
If using ARIA, apply role=""heading"" with the appropriate aria-level. 
Ensure that the heading structure follows a logical hierarchy.",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeReviewStatus=needs-review&accuracyBucket=high&activeViolationId=66214&activeComponentId=p%23text-%5B12.5px%5D.md%3Atext-%5B13px%5D.tracking-%5B0.18em%5D.uppercase.text-black%2F45.mb-3.font-medium&activeBehaviorValue=&activeIssueId=359755520,https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeReviewStatus=needs-review&accuracyBucket=high&activeViolationId=66214&activeComponentId=p%23text-%5B12.5px%5D.md%3Atext-%5B13px%5D.tracking-%5B0.18em%5D.uppercase.text-black%2F45.mb-3.font-medium&activeBehaviorValue=&activeIssueId=359755516,2026-05-29T07:47:11.347Z,visible
missing-heading,Text intended to be a heading is not identified as one,serious,p#text-[12.5px].md:text-[13px].tracking-[0.18em].uppercase.text-black/45.mb-3.font-medium,"","Ensure that text intended to be a heading is properly identified using headers (<h1>, <h2>, etc.) or role=""heading"".",https://accura-cap.vercel.app/faq,"Experimental, SC 1.3.1","<p class=""text-[12.5px] md:text-[13px] tracking-[0.18em] uppercase text-black/45 mb-3 font-medium"">Company</p>",div:nth-child(2) > .text-\[12\.5px\].md\:text-\[13px\].tracking-\[0\.18em\],Yes,Unreviewed,No,"Fix all of the following:
Use semantic HTML heading tags (<h1> to <h6>) instead of <div> or <span>. 
If using ARIA, apply role=""heading"" with the appropriate aria-level. 
Ensure that the heading structure follows a logical hierarchy.",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeReviewStatus=needs-review&accuracyBucket=high&activeViolationId=66214&activeComponentId=p%23text-%5B12.5px%5D.md%3Atext-%5B13px%5D.tracking-%5B0.18em%5D.uppercase.text-black%2F45.mb-3.font-medium&activeBehaviorValue=&activeIssueId=359755521,https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeReviewStatus=needs-review&accuracyBucket=high&activeViolationId=66214&activeComponentId=p%23text-%5B12.5px%5D.md%3Atext-%5B13px%5D.tracking-%5B0.18em%5D.uppercase.text-black%2F45.mb-3.font-medium&activeBehaviorValue=&activeIssueId=359755517,2026-05-29T07:47:11.347Z,visible
bypass-blocks-skip-links,First interactive item in the Web page must be a link to the beginning of the main content,serious,html#,"",Ensure that a mechanism is available to bypass blocks of content that are repeated on multiple Web pages by skipping directly to the main content of the Web page and the element is visible when it receive keyboard focus.,https://accura-cap.vercel.app/products,SC 2.4.1,"<html la=""en"">",html,No,Confirmed,No,"Fix all of the following:
Add a 'Skip to Main content' link as the first interactive element via keyboard",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66208&activeComponentId=html%23&activeBehaviorValue=&activeIssueId=359755522,NA,2026-05-29T07:47:16.116Z,visible
missing-heading,Text intended to be a heading is not identified as one,serious,p#text-[12.5px].md:text-[13px].tracking-[0.18em].uppercase.text-black/45.mb-3.font-medium,"","Ensure that text intended to be a heading is properly identified using headers (<h1>, <h2>, etc.) or role=""heading"".",https://accura-cap.vercel.app/products,"Experimental, SC 1.3.1","<p class=""text-[12.5px] md:text-[13px] tracking-[0.18em] uppercase text-black/45 mb-3 font-medium"">Products</p>",div:nth-child(3) > .text-\[12\.5px\].md\:text-\[13px\].mb-3,Yes,Unreviewed,No,"Fix all of the following:
Use semantic HTML heading tags (<h1> to <h6>) instead of <div> or <span>. 
If using ARIA, apply role=""heading"" with the appropriate aria-level. 
Ensure that the heading structure follows a logical hierarchy.",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeReviewStatus=needs-review&accuracyBucket=high&activeViolationId=66214&activeComponentId=p%23text-%5B12.5px%5D.md%3Atext-%5B13px%5D.tracking-%5B0.18em%5D.uppercase.text-black%2F45.mb-3.font-medium&activeBehaviorValue=&activeIssueId=359755523,https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeReviewStatus=needs-review&accuracyBucket=high&activeViolationId=66214&activeComponentId=p%23text-%5B12.5px%5D.md%3Atext-%5B13px%5D.tracking-%5B0.18em%5D.uppercase.text-black%2F45.mb-3.font-medium&activeBehaviorValue=&activeIssueId=359755516,2026-05-29T07:47:16.116Z,visible
missing-heading,Text intended to be a heading is not identified as one,serious,p#text-[12.5px].md:text-[13px].tracking-[0.18em].uppercase.text-black/45.mb-3.font-medium,"","Ensure that text intended to be a heading is properly identified using headers (<h1>, <h2>, etc.) or role=""heading"".",https://accura-cap.vercel.app/products,"Experimental, SC 1.3.1","<p class=""text-[12.5px] md:text-[13px] tracking-[0.18em] uppercase text-black/45 mb-3 font-medium"">Company</p>",div:nth-child(2) > .text-\[12\.5px\].md\:text-\[13px\].mb-3,Yes,Unreviewed,No,"Fix all of the following:
Use semantic HTML heading tags (<h1> to <h6>) instead of <div> or <span>. 
If using ARIA, apply role=""heading"" with the appropriate aria-level. 
Ensure that the heading structure follows a logical hierarchy.",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeReviewStatus=needs-review&accuracyBucket=high&activeViolationId=66214&activeComponentId=p%23text-%5B12.5px%5D.md%3Atext-%5B13px%5D.tracking-%5B0.18em%5D.uppercase.text-black%2F45.mb-3.font-medium&activeBehaviorValue=&activeIssueId=359755524,https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeReviewStatus=needs-review&accuracyBucket=high&activeViolationId=66214&activeComponentId=p%23text-%5B12.5px%5D.md%3Atext-%5B13px%5D.tracking-%5B0.18em%5D.uppercase.text-black%2F45.mb-3.font-medium&activeBehaviorValue=&activeIssueId=359755517,2026-05-29T07:47:16.116Z,visible
meaningful-alt-text-ai,Images must have a meaningful alt text,moderate,img#object-contain.w-[110px].md:w-[120px].lg:w-[130px],"",Ensure that images have meaningful alt text that serves the same purpose as the image.,https://accura-cap.vercel.app/faq,"Experimental, SC 1.1.1","<img alt=""Logo"" fetchpriority=""high"" width=""220"" height=""116"" data-nimg=""1"" class=""object-contain w-[110px] md:w-[120px] lg:w-[130px]"" style=""color:transparent;height:auto"" srcset=""/_next/image?url=%2FAccuracap-logo.png&amp;w=256&amp;q=75 1x, /_next/image?url=%2FAccuracap-logo.png&amp;w=640&amp;q=75 2x"" src=""/_next/image?url=%2FAccuracap-logo.png&amp;w=640&amp;q=75"">",.md\:w-\[120px\],Yes,Unreviewed,No,"Fix any of the following:
 Add meaningful alt text to images. Avoid generic phrases like ""image,"" ""img,"" ""graph,"" or ""pic"" as they do not convey details about the image's content. If an image is purely decorative and does not provide meaningful information, add alt="""" or role=""presentation"" to it.",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeReviewStatus=needs-review&accuracyBucket=high&activeViolationId=66323&activeComponentId=img%23object-contain.w-%5B110px%5D.md%3Aw-%5B120px%5D.lg%3Aw-%5B130px%5D&activeBehaviorValue=&activeIssueId=359755525,NA,2026-05-29T07:47:11.347Z,visible
meaningful-alt-text-ai,Images must have a meaningful alt text,moderate,img#object-contain.w-[110px].md:w-[110px].lg:w-[120px].h-auto,"",Ensure that images have meaningful alt text that serves the same purpose as the image.,https://accura-cap.vercel.app/faq,"Experimental, SC 1.1.1","<img alt=""AccuraCap"" width=""140"" height=""52"" data-nimg=""1"" class=""object-contain w-[110px] md:w-[110px] lg:w-[120px] h-auto"" style=""color:transparent"" srcset=""/_next/image?url=%2FAccuracap-logo.png&amp;w=256&amp;q=75 1x, /_next/image?url=%2FAccuracap-logo.png&amp;w=384&amp;q=75 2x"" src=""/_next/image?url=%2FAccuracap-logo.png&amp;w=384&amp;q=75"">",.md\:w-\[110px\],Yes,Unreviewed,No,"Fix any of the following:
 Add meaningful alt text to images. Avoid generic phrases like ""image,"" ""img,"" ""graph,"" or ""pic"" as they do not convey details about the image's content. If an image is purely decorative and does not provide meaningful information, add alt="""" or role=""presentation"" to it.",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeReviewStatus=needs-review&accuracyBucket=high&activeViolationId=66323&activeComponentId=img%23object-contain.w-%5B110px%5D.md%3Aw-%5B110px%5D.lg%3Aw-%5B120px%5D.h-auto&activeBehaviorValue=&activeIssueId=359755526,NA,2026-05-29T07:47:11.347Z,visible
bypass-blocks-skip-links,First interactive item in the Web page must be a link to the beginning of the main content,serious,html#,"",Ensure that a mechanism is available to bypass blocks of content that are repeated on multiple Web pages by skipping directly to the main content of the Web page and the element is visible when it receive keyboard focus.,https://accura-cap.vercel.app/people,SC 2.4.1,"<html la=""en"">",html,No,Confirmed,No,"Fix all of the following:
Add a 'Skip to Main content' link as the first interactive element via keyboard",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66208&activeComponentId=html%23&activeBehaviorValue=&activeIssueId=359755527,NA,2026-05-29T07:47:21.186Z,visible
missing-heading,Text intended to be a heading is not identified as one,serious,p#text-[12.5px].md:text-[13px].tracking-[0.18em].uppercase.text-black/45.mb-3.font-medium,"","Ensure that text intended to be a heading is properly identified using headers (<h1>, <h2>, etc.) or role=""heading"".",https://accura-cap.vercel.app/people,"Experimental, SC 1.3.1","<p class=""text-[12.5px] md:text-[13px] tracking-[0.18em] uppercase text-black/45 mb-3 font-medium"">Products</p>",div:nth-child(3) > .text-\[12\.5px\].md\:text-\[13px\].tracking-\[0\.18em\],Yes,Unreviewed,No,"Fix all of the following:
Use semantic HTML heading tags (<h1> to <h6>) instead of <div> or <span>. 
If using ARIA, apply role=""heading"" with the appropriate aria-level. 
Ensure that the heading structure follows a logical hierarchy.",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeReviewStatus=needs-review&accuracyBucket=high&activeViolationId=66214&activeComponentId=p%23text-%5B12.5px%5D.md%3Atext-%5B13px%5D.tracking-%5B0.18em%5D.uppercase.text-black%2F45.mb-3.font-medium&activeBehaviorValue=&activeIssueId=359755528,https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeReviewStatus=needs-review&accuracyBucket=high&activeViolationId=66214&activeComponentId=p%23text-%5B12.5px%5D.md%3Atext-%5B13px%5D.tracking-%5B0.18em%5D.uppercase.text-black%2F45.mb-3.font-medium&activeBehaviorValue=&activeIssueId=359755516,2026-05-29T07:47:21.186Z,visible
missing-heading,Text intended to be a heading is not identified as one,serious,p#text-[12.5px].md:text-[13px].tracking-[0.18em].uppercase.text-black/45.mb-3.font-medium,"","Ensure that text intended to be a heading is properly identified using headers (<h1>, <h2>, etc.) or role=""heading"".",https://accura-cap.vercel.app/people,"Experimental, SC 1.3.1","<p class=""text-[12.5px] md:text-[13px] tracking-[0.18em] uppercase text-black/45 mb-3 font-medium"">Company</p>",div:nth-child(2) > .text-\[12\.5px\].md\:text-\[13px\].tracking-\[0\.18em\],Yes,Unreviewed,No,"Fix all of the following:
Use semantic HTML heading tags (<h1> to <h6>) instead of <div> or <span>. 
If using ARIA, apply role=""heading"" with the appropriate aria-level. 
Ensure that the heading structure follows a logical hierarchy.",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeReviewStatus=needs-review&accuracyBucket=high&activeViolationId=66214&activeComponentId=p%23text-%5B12.5px%5D.md%3Atext-%5B13px%5D.tracking-%5B0.18em%5D.uppercase.text-black%2F45.mb-3.font-medium&activeBehaviorValue=&activeIssueId=359755529,https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeReviewStatus=needs-review&accuracyBucket=high&activeViolationId=66214&activeComponentId=p%23text-%5B12.5px%5D.md%3Atext-%5B13px%5D.tracking-%5B0.18em%5D.uppercase.text-black%2F45.mb-3.font-medium&activeBehaviorValue=&activeIssueId=359755517,2026-05-29T07:47:21.186Z,visible
bypass-blocks-skip-links,First interactive item in the Web page must be a link to the beginning of the main content,serious,html#,"",Ensure that a mechanism is available to bypass blocks of content that are repeated on multiple Web pages by skipping directly to the main content of the Web page and the element is visible when it receive keyboard focus.,https://accura-cap.vercel.app/grievance,SC 2.4.1,"<html la=""en"">",html,No,Confirmed,No,"Fix all of the following:
Add a 'Skip to Main content' link as the first interactive element via keyboard",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66208&activeComponentId=html%23&activeBehaviorValue=&activeIssueId=359755530,NA,2026-05-29T07:47:26.827Z,visible
distinguishable-link,Links must be distinguishable from surrounding text,serious,a#text-accent.hover:text-accent-dark.transition-colors,"",Ensure the links are clearly identifiable from surrounding text using distinct style or colour.,https://accura-cap.vercel.app/grievance,SC 1.4.1,"<a href=""http://scores.gov.in/"" target=""_blank"" class=""text-accent hover:text-accent-dark transition-colors"">http://scores.gov.in/</a>",.hover\:text-accent-dark,No,Confirmed,No,"Fix all of the following:
Add a visual cue for link. Visual cues can be the addition of underlines, font style, bold, or italics, or changes to the font size. Ensure colour contrast between a link and the words around it is greater than 3:1. Further, add visual cue when the user hovers over each link.",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66343&activeComponentId=a%23text-accent.hover%3Atext-accent-dark.transition-colors&activeBehaviorValue=&activeIssueId=359755531,NA,2026-05-29T07:47:26.827Z,visible
